ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000593.SZ,20250627,6.03,6.06,5.95,5.98,6.04,-0.06,-0.9934,66300.36,39749.986
000593.SZ,20250626,6.11,6.15,5.98,6.04,6.09,-0.05,-0.821,68340.0,41294.521
000593.SZ,20250625,6.04,6.1,6.02,6.09,6.05,0.04,0.6612,93320.59,56630.901
000593.SZ,20250624,6.01,6.11,5.88,6.05,6.13,-0.08,-1.3051,145812.0,87517.983
000593.SZ,20250623,6.07,6.14,5.96,6.13,5.99,0.14,2.3372,158283.8,95738.149
000593.SZ,20250620,5.84,6.09,5.78,5.99,5.84,0.15,2.5685,173114.0,102668.427
000593.SZ,20250619,5.85,5.95,5.72,5.84,5.87,-0.03,-0.5111,121866.37,71194.539
000593.SZ,20250618,5.99,6.0,5.84,5.87,6.0,-0.13,-2.1667,87895.36,51769.647
000593.SZ,20250617,5.95,6.0,5.86,6.0,5.95,0.05,0.8403,107365.02,63848.676
000593.SZ,20250616,5.98,6.03,5.87,5.95,5.92,0.03,0.5068,109889.0,65319.696
000593.SZ,20250613,5.99,6.08,5.91,5.92,5.99,-0.07,-1.1686,87165.0,52191.793
000593.SZ,20250612,5.98,6.01,5.91,5.99,6.0,-0.01,-0.1667,61939.0,36869.328
000593.SZ,20250611,5.94,6.03,5.92,6.0,5.94,0.06,1.0101,66807.0,39959.155
000593.SZ,20250610,6.01,6.05,5.9,5.94,6.04,-0.1,-1.6556,108716.0,64742.807
000593.SZ,20250609,6.09,6.12,5.94,6.04,6.01,0.03,0.4992,114244.5,68769.837
000593.SZ,20250606,5.91,6.06,5.91,6.01,5.91,0.1,1.692,118565.67,70991.608
000593.SZ,20250605,5.91,5.98,5.86,5.91,5.9,0.01,0.1695,77571.0,45837.426
000593.SZ,20250604,5.95,5.97,5.86,5.9,5.92,-0.02,-0.3378,90145.01,53085.913
000593.SZ,20250603,5.75,5.95,5.69,5.92,5.75,0.17,2.9565,140339.33,82244.269
000593.SZ,20250530,5.84,5.98,5.73,5.75,5.81,-0.06,-1.0327,125052.69,72356.706
000593.SZ,20250529,5.7,5.93,5.66,5.81,5.68,0.13,2.2887,230146.16,133197.881
000593.SZ,20250528,5.77,5.82,5.64,5.68,5.74,-0.06,-1.0453,194073.0,110653.261
000593.SZ,20250527,5.95,5.96,5.63,5.74,5.98,-0.24,-4.0134,388106.26,222532.573
000593.SZ,20250526,5.85,6.13,5.73,5.98,5.57,0.41,7.3609,535346.73,321719.4
000593.SZ,20250523,5.8,5.99,5.57,5.57,5.64,-0.07,-1.2411,254831.51,147508.715
000593.SZ,20250522,5.68,5.76,5.59,5.64,5.7,-0.06,-1.0526,60500.0,34279.072
000593.SZ,20250521,5.77,5.77,5.69,5.7,5.75,-0.05,-0.8696,34983.0,20008.907
000593.SZ,20250520,5.73,5.76,5.67,5.75,5.72,0.03,0.5245,34688.0,19843.13
